FECHA_DOC,CANT,CVE_ART
2022-02-25,1,TUE00207
2022-02-25,1,TUE00207
2022-02-25,2,TUE00332
2022-02-25,2,TP0009
2022-02-25,2,TP0010
2022-02-25,2,TP0040
2022-02-25,5,TEA00006
2022-02-25,4,CBS00056
2022-02-25,10,70001694
2022-02-25,8,70001698
2022-02-25,7,70001692
2022-02-25,8,70001690
2022-02-25,3,70001684
2022-02-25,4,P214F1AB0600
2022-02-28,4,CS12F1040A00
2022-02-28,1,TUE00339
2022-02-28,2,BP00206
2022-02-28,30,ECQ-00972
2022-02-28,4,TUE00075
2022-02-28,2,CS12G1040A00
2022-02-28,2,TUS00113
2022-02-28,1,TUE00176
2022-02-28,2,PJ14F1L1A800
2022-02-28,1,TUE00132
2022-02-28,3,TUS00005
2022-02-28,1,TUE00338
2022-02-28,3,TUE00337
2022-02-28,3,TUS00029
2022-02-28,1,BB00017
2022-02-28,1,BB00018
2022-02-28,1,BN00002
2022-02-28,1,BN00003
2022-02-28,2,BL00038
2022-02-28,3,PJ31Q1G3A100
2022-02-28,3,TUA00426
2022-02-28,2,PK14G1D1G300
2022-02-28,4,TUE00075
2022-02-28,4,TUE00198
2022-03-01,1,BC00026
2022-03-02,4,TUE00307
2022-03-02,4,TUE00308
2022-03-02,2,PT00082
2022-03-03,6,BS00006
2022-03-03,6,BS00008
2022-03-03,1,BB2X2ST
2022-03-03,1,RP00181
2022-03-03,3,TUE00337
2022-03-03,2,TK00028
2022-03-03,1,TP0008
2022-03-03,1,TP0040
2022-03-04,1,TUA00428
2022-03-04,15,TUA00143
2022-03-04,1,TUA00102
2022-03-04,2,P7J6C1D1A030
2022-03-04,2,TUA00431
2022-03-07,4,TP0005
2022-03-07,1,TUE00007
2022-03-07,4,CS38F1010A00
2022-03-08,5,WRE-2137
2022-03-08,2,BN00242
2022-03-08,9,TUE00343
2022-03-09,1,BO00056
2022-03-09,4,TEE00017
2022-03-09,1,TP0011
2022-03-09,10,TU5/16X203V
2022-03-09,1,TU5/16X230MM
2022-03-09,1,TUE00341
2022-03-09,1,TUE00341
2022-03-10,3,TUA00430
2022-03-10,2,CS14D2017B20
2022-03-10,1,TP0005
2022-03-10,20,TEA00006
2022-03-10,5,TUE00042
2022-03-10,5,TP0011
2022-03-11,1,RM00017
2022-03-11,6,TUA00134
2022-03-11,2,PT00063
2022-03-11,1,TUA00432
2022-03-11,2,BB1 1/2X1/2-300W
2022-03-11,2,TP0001
2022-03-11,1,TUA00371
2022-03-14,10,CAS00075
2022-03-14,15,CAS00076
2022-03-15,1,BB1 1/2X1/2-300W
2022-03-15,4,TUA00175
2022-03-15,9,TUA00241
2022-03-15,1,TU5/16X230MM
2022-03-15,2,TUA00222
2022-03-15,2,TUE00333
2022-03-15,4,TUA00421
2022-03-16,2,TUE00103
2022-03-16,5,TP0012
2022-03-16,1,BB1 1/2X1/2-300W
2022-03-16,2,TUE00340
2022-03-16,5,BS00011
2022-03-16,2,TUA00124
2022-03-16,6,TUS00115
2022-03-16,1,BL00022
2022-03-16,20,PT00047
2022-03-16,2,ECQ-01444
2022-03-17,4,TP0010
2022-03-17,2,TUA00429
2022-03-17,2,TP0011
2022-03-17,1,TUA00419
2022-03-18,1,BE00016
2022-03-18,2,BL00054
2022-03-18,6,BO00058
2022-03-18,1,TUE00207
2022-03-18,1,TUA00422
2022-03-18,1,TUA00422
2022-03-18,1,TUA00424
2022-03-18,1,TUA00424
2022-03-22,4,BP00089
2022-03-22,1,TU5/16X230MM
2022-03-22,2,P114I1D4A000
2022-03-22,6,BP00257
2022-03-22,2,TP0001
2022-03-22,2,TP0002
2022-03-22,2,TP0001
2022-03-23,1,RP00165
2022-03-23,1,TP0016
2022-03-23,2,TU5/16X230MM
2022-03-23,10,TP0005
2022-03-23,5,TUA00433
2022-03-23,2,CBE00028
2022-03-23,1,TK00034
2022-03-23,1,BP00259
2022-03-23,1,BP00260
2022-03-23,4,TUA00200
2022-03-23,2,TUE00161
2022-03-23,1,RP00182
2022-03-23,3,TUA00099
2022-03-23,2,PA00001
2022-03-24,1,TR51G1125A00
2022-03-24,4,CS12E2040A00
2022-03-24,4,CS12F2040A00
2022-03-24,3,TK00063
2022-03-24,1,BL00001
2022-03-24,1,BP00258
2022-03-24,3,EE00003
2022-03-25,6,BOE00012
2022-03-25,10,BOE00013
2022-03-25,1,TP0008
2022-03-25,1,TP0022
2022-03-25,1,TP0001
2022-03-28,2,BO00005
2022-03-28,25,TP0003
2022-03-28,2,TP0003
2022-03-28,2,TEA00016
2022-03-28,1,RP00184
2022-03-28,3,TEA00017
2022-03-28,8,BN00248
2022-03-28,2,BN00249
2022-03-28,2,BN00250
2022-03-28,1,BN00251
2022-03-29,3,BP00149
2022-03-29,4,BP00150
2022-03-29,2,BE00011
2022-03-29,2,BE00012
2022-03-29,2,BE00013
2022-03-29,2,BE00015
2022-03-29,1,TP0003
2022-03-29,1,BB1 1/2X1/2-300W
2022-03-29,1,TUS00116
2022-03-29,1,TUS00118
2022-03-29,1,TP0015
2022-03-29,18,TUE00319
2022-03-30,2,151.7208
2022-03-30,1,TUA00096
2022-03-30,3,TP0024
2022-03-30,1,TP0022
2022-03-30,1,TUE00025
2022-03-30,1,MA00016
2022-03-31,1,RP00180
2022-03-31,1,RP00171
2022-03-31,60,BOBINA001
2022-03-31,1,BB1 1/2X1/2-300W
2022-03-31,12,TUA00219
2022-03-31,12,TUS00020
2022-03-31,1,TUA00434
2022-03-31,6,CS12F1040A00
2022-03-31,6,CS12H1050A00
2022-03-31,25,ECQ-00972
2022-03-31,1,ECQ-01444
2022-03-31,10,ECQ-00972
2022-03-31,3,ECQ-01444
2022-03-31,18,TP00019
2022-03-31,2,TUE00162
2022-03-31,4,TUE00348
2022-03-31,1,TUE00105
2022-03-31,3,TUS00035
2022-03-31,1,GAB00014
2022-03-31,2,TUA00376
2022-04-01,1,TP0040
2022-04-04,1,TP0001
2022-04-04,1,BP00251
2022-04-04,1,BP00252
2022-04-04,1,BP00253
2022-04-04,1,BP00254
2022-04-04,1,BP00255
2022-04-04,1,BP00256
2022-04-05,1,RP00187
2022-04-05,3,TUS00002
2022-04-05,4,TUS00001
2022-04-05,1,TUE00081
2022-04-05,4,TUA00175
2022-04-05,1,TUS00117
2022-04-05,2,BC00010
2022-04-06,2,RP00150
2022-04-06,1,BB1 1/2X1/2-300W
2022-04-06,4,MR01934
2022-04-06,2,BN00064
2022-04-06,1,TP0026
2022-04-07,5,TUS00017
2022-04-07,3,TUS00018
2022-04-07,1,TP0002
2022-04-07,25,E1041959
2022-04-07,4,BC00006
2022-04-07,5,P231A1D6K200
2022-04-07,4,65014-38
2022-04-07,2,TUA00435
2022-04-07,1,CM10E2050A00
2022-04-08,2,TUA00420
2022-04-08,1,EE00026
2022-04-08,1,TU5/16X203V
2022-04-11,2,TP0011
2022-04-11,1,TP0012
2022-04-11,3,TUA00017
2022-04-11,1,TJ00046
2022-04-11,1,TP0024
2022-04-11,1,TUE00342
2022-04-11,2,TUE00103
2022-04-12,2,PJ14F10B0600
2022-04-12,1,PJ14J10B0600
2022-04-12,1,TUA00148
2022-04-13,1,TUE00132
2022-04-13,10,P114Q1H90412
2022-04-13,1,TUS00119
2022-04-13,9,TUA00087
2022-04-13,1,TUE00345
2022-04-13,6,TUE00248
2022-04-13,1,TJ00090
2022-04-13,1,TUE00351
2022-04-13,1,TUE00352
2022-04-13,25,E1041968
2022-04-18,1,RP00183
2022-04-19,1,RP00137
2022-04-19,3,TUA00124
2022-04-19,4,TP0012
2022-04-19,4,TUE00207
2022-04-19,1,RC00027
2022-04-20,1,TUE00172
2022-04-20,2,PT00082
2022-04-21,2,TP0002
2022-04-21,1,TUE00350
2022-04-21,2,BN00252
2022-04-21,5,TUA00436
2022-04-21,2,CAE00039
2022-04-21,6,TEA00099
2022-04-21,1,BC00027
2022-04-21,3,TUA00099
2022-04-21,1,TP0001
2022-04-22,3,CM10D2025A00
2022-04-22,2,CM10D2030A00
2022-04-22,2,TP0004
2022-04-22,1,TP0024
2022-04-22,1,BL00055
2022-04-22,1,TJ00043
2022-04-22,3,TJ00043
2022-04-25,10,TUS00003
2022-04-25,1,BB1 1/2X1/2-300W
2022-04-25,20,E1041960
2022-04-25,1,CS14E1020A00
2022-04-25,2,P231F1H6AB00
2022-04-25,3,TUA00079
2022-04-25,18,TUE00319
2022-04-26,6,TUE00248
2022-04-26,10,TP0003
2022-04-26,4,BO00059
2022-04-26,2,CAE00039
2022-04-26,2,TUA00412
2022-04-26,1,TUA00440
2022-04-26,1,TUS00120
2022-04-26,2,TP0002
2022-04-27,2,TUA00124
2022-04-27,1,RM00038
2022-04-27,2,TUA00376
2022-04-27,5,TP0025
2022-04-27,1,TUS00048
2022-04-27,1,TUE00258
2022-04-27,3,TP00011
2022-04-27,5,TUE00261
2022-04-28,2,TUA00437
2022-04-28,1,TUE00336
2022-04-28,5,PT00083
2022-04-28,2,PA00001
2022-04-29,1,TP0011
2022-04-29,1,BP00261
2022-04-29,1,TUA00438
2022-04-29,1,TP0011
2022-04-29,2,TP0012
2022-04-29,12,CAE00040
2022-04-29,2,TUE00034
2022-04-29,7,ECQ-00971
2022-04-29,4,ECQ-01444
2022-04-29,35,ECQ-00972
2022-04-29,10,ECQ-01444
2022-04-29,1,TUE00344
2022-05-02,10,CS38C1008A00
2022-05-02,2,BB00095
2022-05-03,2,PT31B1D5A400
2022-05-03,6,TP0025
2022-05-03,1,TP0016
2022-05-03,1,RM00022
2022-05-04,2,TK00062
2022-05-04,5,TP0011
2022-05-04,1,TP0012
2022-05-04,1,BP00260
2022-05-04,17,E1041960
2022-05-04,4,TUA00021
2022-05-04,4,TUA00009
2022-05-04,1,TP0001
2022-05-05,6,TUA00258
2022-05-05,2,BN00254
2022-05-05,10,TP0025
2022-05-05,1,TUA00441
2022-05-05,1,BP00215
2022-05-05,1,RP00191
2022-05-05,1,TP0025
2022-05-06,1,RC00013
2022-05-06,2,EE00021
2022-05-06,2,TUA00442
2022-05-06,15,TP0025
2022-05-09,1,RP00195
2022-05-09,4,RM00022
2022-05-09,1,RP00194
2022-05-09,1,TUA00443
2022-05-09,20,TEA00006
2022-05-09,6,RC00012
2022-05-09,1,TU5/16X230MM
2022-05-09,5,EE00055
2022-05-10,1,TEA00096
2022-05-10,5,PT00083
2022-05-10,5,TEA00100
2022-05-11,1,TP0002
2022-05-11,1,CS12D2040A01
2022-05-11,1,TUA00439
2022-05-11,6,TEA00099
2022-05-11,5,TP0011
2022-05-11,2,TP0002
2022-05-11,10,TJ00063
2022-05-11,5,PK31A1I1A000
2022-05-12,2,BC00027
2022-05-12,2,BB00101
2022-05-12,1,TUE00081
2022-05-12,4,CAE00011
2022-05-12,1,RP00197
2022-05-12,1,TUS00121
2022-05-13,1,BP00263
2022-05-13,2,TU5/16X870J127V
2022-05-13,1,RP00196
2022-05-13,2,CS58M2050A11
2022-05-13,2,PJ000GE1A400
2022-05-17,1,TP00021
2022-05-17,1,TP00022
2022-05-17,1,BB1 1/2X1/2-300W
2022-05-17,1,93980461
2022-05-17,1,93980461
2022-05-17,2,54020219
2022-05-17,2,54020219
2022-05-18,3,TUA00131
2022-05-18,1,RP00193
2022-05-19,1,TUE00353
2022-05-19,4,TUE00207
2022-05-19,1,TUE00354
2022-05-19,2,PJ000GH1A000
2022-05-19,2,PJ000GJ1A000
2022-05-19,2,PT00084
2022-05-20,8,PT00010
2022-05-20,5,TUA00127
2022-05-20,8,TUA00321
2022-05-20,2,MR01934
2022-05-23,3,TP0001
2022-05-23,1,RP00002
2022-05-23,4,ECQ-01444
2022-05-23,1,TUA00311
2022-05-23,6,TUE00068
2022-05-24,60,CAS00080
2022-05-25,1,TUS00090
2022-05-25,20,TEA00058
2022-05-25,1,BB1 1/2X1/2-300W
2022-05-26,15,70001694
2022-05-26,8,70001692
2022-05-26,6,70001684
2022-05-26,1,RP00198
2022-05-26,10,CAS00034
2022-05-26,2,TP0003
2022-05-26,28,TP0022
2022-05-26,1,TEA00101
2022-05-27,2,TP0016
2022-05-27,2,TUS00122
2022-05-27,3,TUS00122
2022-05-27,1,TP0005
2022-05-27,2,CS58G1030A00
2022-05-30,3,TU5/16X203V
2022-05-31,2,BP00264
2022-05-31,2,CAS00043
2022-05-31,6,47980249
2022-05-31,4,47980626
2022-05-31,2,MR8-250-11-13
2022-05-31,4,TUA00449
2022-05-31,2,TUA00450
2022-05-31,10,TUA00049
2022-05-31,8,CBE00012
2022-05-31,5,CBE00040
2022-05-31,2,TK00065
2022-06-01,1,TP0040
2022-06-01,5,47980075
2022-06-02,16,47980249
2022-06-02,6,CAS00079
2022-06-02,1,TUE00101
2022-06-02,4,AK00012
2022-06-02,2,TUA00445
2022-06-02,1,CBE00039
2022-06-02,2,TJ00091
2022-06-03,2,TU5/16X230MM
2022-06-03,36,TUE00146
2022-06-06,1,TUA00325
2022-06-06,2,BN00256
2022-06-06,2,BN00257
2022-06-06,1,BP00263
2022-06-06,1,BB1 1/2X1/2-300W
2022-06-07,1,RP00201
2022-06-07,1,BB1 1/2X1/2-300W
2022-06-07,12,TUA00436
2022-06-08,1,TU5/16X230MM
2022-06-09,1,RP00202
2022-06-09,10,CS58P2120A01
2022-06-09,30,BOBINA001
2022-06-09,1,TUA00444
2022-06-09,2,CS14D2017B20
2022-06-09,4,TP0011
2022-06-09,4,TP0012
2022-06-09,4,TP0006
2022-06-10,1,RP00203
2022-06-10,2,TUE00362
2022-06-10,2,TEE00027
2022-06-10,1,TU5/16X230MM
2022-06-13,1,TP0001
2022-06-13,1,TUA00438
2022-06-13,2,TUA00439
2022-06-14,4,TUS00005
2022-06-14,3,TU5/16X203V
2022-06-14,6,BO00061
2022-06-14,1,TUE00363
2022-06-15,3,CS14D2017B20
2022-06-15,1,BB1 1/2X1/2-300W
2022-06-15,2,BO00064
2022-06-16,10,BO00062
2022-06-16,12,CBS00098
2022-06-16,1,TP0011
2022-06-16,20,ECQ-00972
2022-06-16,2,ECQ-00974
2022-06-16,1,TP0025
2022-06-16,1,TUA00446
2022-06-17,2,CAS00068
2022-06-17,2,CAS00069
2022-06-17,2,CAS00070
2022-06-17,2,CAS00071
2022-06-17,5,TP0002
2022-06-17,5,TP0003
2022-06-17,1,TUA00124
2022-06-17,4,PK51H1JBA600
2022-06-17,6,TEE00028
2022-06-17,6,TUS00123
2022-06-17,2,CAS00081
2022-06-17,1,TP0024
2022-06-20,2,TP0012
2022-06-20,2,BN00258
2022-06-21,6,TUA00447
2022-06-21,6,TUA00448
2022-06-21,1,TUE00362
2022-06-21,1,TP0009
2022-06-21,4,TP0011
2022-06-21,4,TP0012
2022-06-21,3,TP0003
2022-06-22,4,CM10G1030A00
2022-06-22,2,TUA00457
2022-06-22,15,TP0025
2022-06-22,2,BP00246
2022-06-22,2,BP00247
2022-06-22,2,BP00263
2022-06-22,1,TUA00413
2022-06-22,2,TU5/16X203V240W
2022-06-23,30,EE00059
2022-06-23,4,BO00063
2022-06-23,1,RB00021
2022-06-23,1,CS14D2017B20
2022-06-24,6,TUA00453
2022-06-24,4,CS14E1012A00
2022-06-24,2,TEA00103
2022-06-24,2,TUA00009
2022-06-24,10,PT00057
2022-06-24,3,CAE00011
2022-06-27,10,TT00009
2022-06-27,10,TT00010
2022-06-27,2,P9K1J1D1G030
2022-06-27,1,TU5/16X870J127V
2022-06-28,1,P214J1BBA600
2022-06-28,2,BN00260
2022-06-28,2,BN00261
2022-06-28,9,CS38C1008A00
2022-06-28,6,TJ00029
2022-06-28,3,TUA00099
2022-06-28,2,TUA00191
2022-06-29,1,TP0005
2022-06-29,1,BP00215
2022-06-29,1,RP00191
2022-06-29,100,BOBINA002
2022-06-29,5,BOBINA003
2022-06-30,4,TUS00016
2022-06-30,5,TUS00017
2022-06-30,6,TUS00018
2022-06-30,2,PA00011
2022-06-30,1,PA00012
2022-06-30,1,TUA00458
2022-06-30,6,PT31B1G1AG00
2022-06-30,4,PT00087
2022-06-30,1,TUA00459
2022-06-30,1,TUA00461
2022-06-30,4,TUE00171
2022-06-30,1,TP0012
2022-06-30,3,TP0011
2022-06-30,3,TUA00460
2022-06-30,1,TUE00004
2022-07-04,7,ECQ-01444
2022-07-04,1,TEA00004
2022-07-04,2,BN00216
2022-07-04,2,TUA00009
2022-07-04,1,BL00012
2022-07-04,1,PJ31F1F1A400
2022-07-05,3,ECQ-00971
2022-07-06,1,TP0016
2022-07-06,1,TUA00459
2022-07-06,2,BL00057
2022-07-06,2,BL00058
2022-07-06,2,BP00265
2022-07-06,2,BP00266
2022-07-06,1,TP0007
2022-07-06,1,TP0008
2022-07-06,1,TP0009
2022-07-06,1,BS00012
2022-07-07,10,ABRAZA01
2022-07-07,20,TEA00006
2022-07-07,15,TEA00006
2022-07-07,1,93980461
2022-07-07,2,54020219
2022-07-07,6,47980249
2022-07-07,1,EE00060
2022-07-08,4,PJ000NH1A400
2022-07-08,1,P131B1I14000
2022-07-08,1,TP0012
2022-07-11,1,PJ000GH1A000
2022-07-11,6,PJ000GJ1A000
2022-07-11,1,PT00063
2022-07-11,2,BS00010
2022-07-12,2,BN00263
2022-07-12,3,BP00267
2022-07-12,5,MR01934
2022-07-12,8,TUA00318
2022-07-12,1,TUA00459
2022-07-12,54,CAS00083
2022-07-12,27,CAS00084
2022-07-12,3,CAS00085
2022-07-12,3,CAS00086
2022-07-13,3,TP0011
2022-07-13,1,PT00088
2022-07-13,1,TUE00364
2022-07-13,4,BP00070
2022-07-15,1,TP0040
2022-07-15,2,TUA00376
2022-07-15,3,TJ00092
2022-07-15,1,TP0001
2022-07-15,3,CBS00104
2022-07-18,4,PT00034
2022-07-18,5,AJ00010
2022-07-18,4,TUE00367
2022-07-18,2,TEE00017
2022-07-18,10,PT00047
2022-07-18,11,TUA00177
2022-07-18,1,TP0012
2022-07-19,1,RP00205
2022-07-20,1,TP0005
2022-07-20,2,TP0040
2022-07-20,1,TU5/16X215V240W
2022-07-21,1,TUE00105
2022-07-21,4,70001694
2022-07-21,4,70001696
2022-07-21,4,CBE00041
2022-07-21,4,CBS00056
2022-07-21,1,RP00206
2022-07-21,2,RP00207
2022-07-21,1,RP00208
2022-07-21,1,TUE00061
2022-07-21,30,BOBINA001
2022-07-21,3,TEA00023
2022-07-21,1,PT00033
2022-07-21,2,CS38K2025A2D
2022-07-21,2,TUE00366
2022-07-21,4,PA00008
2022-07-21,4,PA00009
2022-07-21,5,PA00005
2022-07-22,2,TP0002
2022-07-22,21,TUA00464
2022-07-22,1,TUE00172
2022-07-22,4,TUE00247
2022-07-22,1,BP00259
2022-07-22,1,BP00260
2022-07-22,1,BP00259
2022-07-22,1,BP00260
2022-07-22,6,PJ31A1I1A400
2022-07-25,2,BB2X2ST
2022-07-26,2,TUA00463
2022-07-26,1,RP00165
2022-07-26,12,TUA00436
2022-07-26,10,PT00047
2022-07-27,1,TUE00061
2022-07-27,10,TP0025
2022-07-28,4,PT00089
2022-07-28,5,PJ04F1H1A400
2022-07-28,5,PK04F1H1A400
2022-07-28,1,TUA00438
2022-07-29,5,WRE-2774
2022-07-29,1,RM00043
2022-07-29,1,TUE00369
2022-07-29,2,BL00059
2022-07-29,2,BP00239
2022-07-29,2,BP00263
2022-07-29,1,EE00063
2022-07-29,1,MA00021
2022-07-29,10,P114R1AB0600
2022-07-29,6,CAS00068
2022-07-29,6,CAS00069
2022-07-29,6,CAS00070
2022-07-29,6,CAS00071
2022-07-29,10,70001690
2022-07-29,6,70001694
2022-07-29,16,97020238
2022-07-29,3,TUA00468
2022-08-01,5,TP0011
2022-08-01,5,TP0012
2022-08-02,7,TUE00368
2022-08-03,3,RPISTOLA01
2022-08-03,1,TUA00222
2022-08-04,10,TP0003
2022-08-08,5,TP0001
2022-08-08,2,TP0003
2022-08-08,3,TP0005
2022-08-08,3,TP0011
2022-08-08,4,ECQ-00971
2022-08-08,30,ECQ-00972
2022-08-08,4,ECQ-00971
2022-08-08,20,ECQ-00972
2022-08-08,4,ECQ-01444
2022-08-08,2,TP0002
2022-08-09,4,PJ31L1H1G400
2022-08-09,1,TUS00125
2022-08-10,4,TUA00175
2022-08-10,1,TUA00471
2022-08-10,4,RPISTOLA01
2022-08-10,3,54020219
2022-08-10,2,93980461
2022-08-10,4,70001691
2022-08-10,1,TJ00093
2022-08-10,1,TUA00470
2022-08-10,2,TUA00467
2022-08-10,12,TUA00453
2022-08-11,2,BN00264
2022-08-11,1,TUA00469
2022-08-11,30,BOBINA001
2022-08-11,1,RP00209
2022-08-11,1,TP0018
2022-08-11,1,TP0003
2022-08-12,5,65014-40
2022-08-12,4,67234-15
2022-08-12,1,PJ06C1CHB000
2022-08-12,2,TUA00065
2022-08-12,1,TUA00066
2022-08-15,1,TUE00081
2022-08-15,15,TUE00370
